Time [s],easting [m],northing [m],altitude [m],local_rssi [dBm],remote_rssi[dBm]
0:02:45.969055,590708.2803426213,6136714.4214985715,62.327012596696385,-87.5,-89.1
0:02:47.362210,590708.0461383387,6136716.25347241,62.525997284744236,-87.0,-87.5
0:02:48.222923,590707.8657426514,6136717.318440862,62.63898955663119,-85.4,-85.4
0:02:49.222247,590707.7392488797,6136718.228668694,62.71898221666348,-84.9,-85.9
0:02:50.221612,590707.5156609933,6136720.161049276,62.83496544089586,-84.9,-84.9
0:02:51.379157,590707.2805422044,6136722.03753256,62.83894962656097,-83.8,-83.8
0:02:52.762777,590707.0270976142,6136723.880242967,62.821934693993526,-82.8,-83.3
0:02:53.471094,590707.0015450907,6136724.814810032,62.75792438857353,-82.8,-82.3
0:02:54.221992,590706.8687142315,6136725.724907614,62.71591721588864,-81.2,-81.2
0:02:55.220939,590706.8368243312,6136726.659344401,62.6309070794914,-82.3,-81.2
0:02:56.221420,590706.7596576329,6136727.637378617,62.58789763130437,-82.3,-82.8
0:02:57.221738,590706.575924829,6136729.481522155,62.44388082929663,-83.8,-83.3
0:02:58.221617,590706.5893117494,6136730.3723615175,62.35387000319057,-85.4,-84.9
0:02:59.222471,590706.4001566813,6136732.171865391,62.208853867993284,-87.5,-84.9
0:03:05.100444,590705.3576951369,6136740.321361306,61.722785710854005,-89.1,-88.6
0:03:06.488840,590705.0311771892,6136742.0178529555,61.60677442430582,-89.1,-91.7
0:03:07.223520,590704.830237152,6136742.848626093,61.581769985609725,-86.5,-89.1
0:03:08.571162,590704.4901298081,6136744.589366626,61.36375853774827,-85.9,-85.4
0:03:09.281164,590704.4209023406,6136745.489639729,61.23374978737739,-84.4,-84.4
0:03:10.221475,590704.2369159468,6136746.420949876,61.13174371572198,-83.3,-83.8
0:03:11.221159,590704.1427965473,6136747.298447173,61.03173589289237,-83.8,-83.8
0:03:12.221359,590703.9843884937,6136748.219151095,60.996729266933706,-83.3,-82.8
0:03:13.221311,590703.5890754416,6136749.869700409,60.83072034099922,-83.3,-82.3
