Time [s], roll [deg], pitch [deg], yaw [deg], pos_x [m], pos_y [m], pos_z [m], pos_raw_x [m], pos_raw_y [m], pos_raw_z [m], position_initialized [b], position_raw_initialized [b], status 
3.417015,-55.105728565852125,80.68507596510221,-93.02988080738842,0,0,0,0.10950186976697296,0.2248927066102624,0.05399446796872098,False,True,AUTO.LOITER
3.517039,-54.34593384008586,80.6110811891489,-92.14169357298154,0,0,0,0.10950186976697296,0.2248927066102624,0.05399446796872098,False,True,AUTO.LOITER
3.616933,-53.65193201196541,80.46588100379431,-91.53897821706889,0,0,0,0.04475227405782789,0.2903535645455122,0.010995419827096953,False,True,AUTO.LOITER
3.717044,-54.04318646397243,80.64745803070258,-92.06302474043258,0,0,0,0.04475227405782789,0.2903535645455122,0.010995419827096953,False,True,AUTO.LOITER
3.817585,-53.1034737159503,80.56703328463384,-91.2690615243707,0,0,0,0.03139049396850169,0.32347495667636395,-0.07100461297255833,False,True,AUTO.LOITER
3.917211,-53.334524425942625,80.6817201818653,-91.86536942159947,0,0,0,0.03139049396850169,0.32347495667636395,-0.07100461297255833,False,True,AUTO.LOITER
4.017107,-53.95283662912011,80.53663728002763,-92.60002712822434,0,0,0,0.06873009202536196,0.35763892624527216,-0.06100600238134746,False,True,AUTO.LOITER
4.117027,-54.463453997499265,80.29255581362038,-93.10186951605975,0,0,0,0.06873009202536196,0.35763892624527216,-0.06100600238134746,False,True,AUTO.LOITER
4.217173,-53.76469404881791,80.26465738577855,-92.41631102763152,0,0,0,0.1309627543669194,0.41457887180149555,-0.03100831806453641,False,True,AUTO.LOITER
4.317088,-53.39410782118212,80.19354805580026,-91.98764442923652,0,0,0,0.1309627543669194,0.41457887180149555,-0.03100831806453641,False,True,AUTO.LOITER
4.417088,-54.15927725636547,80.25093756934226,-92.70325293500845,0,0,0,0.14883171021938324,0.47060656547546387,0.010990553284003113,False,True,AUTO.LOITER
4.517085,-53.916481879442365,80.17254900463759,-92.4182015280246,0,0,0,0.14883171021938324,0.47060656547546387,0.010990553284003113,False,True,AUTO.LOITER
4.617015,-54.50273214997229,79.91000229034621,-92.96059545314077,0,0,0,0.16715828992892057,0.5043795704841614,-0.030010327399068615,False,True,AUTO.LOITER
4.716828,-54.54479560017999,79.85315492293401,-93.10617740094204,0,0,0,0.15379650937393308,0.5375009626150131,-0.12001036020102163,False,True,AUTO.LOITER
4.81703,-53.53710433566648,79.93827706667187,-92.22947697599702,0,0,0,0.15379650937393308,0.5375009626150131,-0.12001036020102163,False,True,AUTO.LOITER
4.917028,-53.07441764185442,79.91826494874516,-91.79042385984995,0,0,0,0.15379650937393308,0.5375009626150131,-0.12001036020102163,False,True,AUTO.LOITER
5.016991,-52.52038163391409,79.78428490580772,-91.19941244953746,0,0,0,0.17212308873422444,0.5712739657610655,-0.22001124088501456,False,True,AUTO.LOITER
5.116985,-52.4074032627368,79.65270087703624,-90.97311404492038,0,0,0,0.17212308873422444,0.5712739657610655,-0.22001124088501456,False,True,AUTO.LOITER
5.217107,-51.88631678174978,79.63239049006484,-90.40701810189002,0,0,0,0.16487016819883138,0.6156530268490314,-0.2660115672492793,False,True,AUTO.LOITER
5.316909,-51.73358835189077,79.4974321602053,-90.30356171317295,0,0,0,0.16487016819883138,0.6156530268490314,-0.2660115672492793,False,True,AUTO.LOITER
5.417105,-51.89339249073028,79.39238139398087,-90.54394135581036,0,0,0,0.1447130918968469,0.6708987904712558,-0.3360116784469511,False,True,AUTO.LOITER
5.517008,-51.8028518799892,79.23502747001764,-90.49332344055522,0,0,0,0.1447130918968469,0.6708987904712558,-0.3360116784469511,False,True,AUTO.LOITER
5.617133,-51.91560134699833,79.12948150101222,-90.64757131020284,0,0,0,0.1064582490362227,0.6812442056834698,-0.4510107849743292,False,True,AUTO.LOITER
5.716864,-51.8859939184132,79.09632631377745,-90.73624871268424,0,0,0,0.09332528128288686,0.7032382544130087,-0.5510106937927048,False,True,AUTO.LOITER
5.81705,-52.112403727952014,79.03060578194989,-91.01017220799665,0,0,0,0.09332528128288686,0.7032382544130087,-0.5510106937927048,False,True,AUTO.LOITER
5.917007,-52.009620486421205,79.06709249503614,-90.95471685284087,0,0,0,0.09332528128288686,0.7032382544130087,-0.5510106937927048,False,True,AUTO.LOITER
6.017026,-51.989992904938504,79.08279759086894,-91.01844915620443,0,0,0,0.1116518605267629,0.7370112556964159,-0.6930115744785752,False,True,AUTO.LOITER
6.117064,-51.93743421842512,79.08911499390015,-91.02019396182875,0,0,0,0.1116518605267629,0.7370112556964159,-0.6930115744785752,False,True,AUTO.LOITER
6.217053,-52.34101305131832,79.14035425992832,-91.49553688087052,0,0,0,0.10462775267660618,0.7702629724517465,-0.8100117768594686,False,True,AUTO.LOITER
6.317032,-52.48790214682403,79.16919212351043,-91.76287080161616,0,0,0,0.014527478371746838,0.8352025430649519,-0.9420101467065223,False,True,AUTO.LOITER
