Time [s],easting [m],northing [m],altitude [m],local_rssi [dBm],remote_rssi[dBm]
0:02:33.949847,590700.1999430247,6136762.3792501325,57.39066308731023,-81.2,-83.3
0:02:35.978145,590699.9477676008,6136765.702549931,57.32563067504984,-82.8,-83.8
0:02:36.946678,590699.8694589885,6136766.736221051,57.34662058945848,-79.1,-84.4
0:02:37.948161,590699.7592349553,6136767.7803681595,57.295611226803146,-81.7,-84.4
0:02:38.947682,590699.627738487,6136769.859358849,57.26659025033916,-82.3,-84.4
0:02:41.375345,590699.3226718009,6136773.905154849,57.21655072929267,-83.3,-85.9
0:02:44.839080,590698.905094446,6136779.106371536,57.07650058672623,-84.9,-87.0
0:02:46.247679,590698.5325514546,6136781.191539345,56.955485923470974,-84.9,-87.0
0:02:47.602351,590698.2288043452,6136783.32264956,56.85046889297919,-84.9,-87.0
0:02:48.195582,590697.9709927362,6136784.452819331,56.76546242661877,-82.8,-84.9
0:02:50.952561,590697.6131036025,6136788.90941559,56.78941944951069,-83.3,-86.5
0:02:55.789646,590696.8417035014,6136796.519014734,56.374350303102396,-84.9,-84.9
0:02:57.173776,590696.7007362144,6136798.441962122,56.28633139508047,-84.9,-84.9
0:02:59.965172,590696.0773687329,6136802.859705268,56.121295896585,-82.3,-84.4
0:03:00.946767,590695.9087380784,6136803.969444212,56.07628729770962,-81.2,-84.4
0:03:01.946431,590695.8385579353,6136806.1498839175,55.97826347357614,-80.2,-81.2
0:03:04.669438,590695.6497196,6136810.710143799,55.90321475720441,-79.6,-80.7
0:03:15.648352,590694.329638594,6136828.049011139,55.34804543570138,-83.8,-85.4
0:03:16.348798,590694.2119357744,6136829.148664941,55.29103559509621,-82.8,-85.4
